hgnc_id	symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit-trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids	lncipedia	gtrnadb	agr
HGNC:38382	MIR3180-1	microRNA 3180-1	non-coding RNA	"RNA, micro"	Approved	16p13.11	16p13.11	hsa-mir-3180-1						2010/4/30			2016/11/16	100422870	ENSG00000265537	OTTHUMG00000170531	uc059rcg.1		NR_036141									MI0014214																			HGNC:38382
HGNC:38343	MIR3180-2	microRNA 3180-2	non-coding RNA	"RNA, micro"	Approved	16p13.11	16p13.11	hsa-mir-3180-2						2010/4/30			2016/11/16	100422956	ENSG00000265373	OTTHUMG00000170527	uc059rhi.1		NR_036142									MI0014215																			HGNC:38343
HGNC:38239	MIR3180-3	microRNA 3180-3	non-coding RNA	"RNA, micro"	Approved	16p12.3	16p12.3	hsa-mir-3180-3						2010/4/30			2016/11/16	100422836	ENSG00000266291	OTTHUMG00000170522	uc059rjd.1		NR_036144									MI0014217																			HGNC:38239
HGNC:38920	MIR3180-4	microRNA 3180-4	non-coding RNA	"RNA, micro"	Approved	16p13.11	16p13.11	hsa-mir-3180-4						2010/9/15			2016/11/16	100500852	ENSG00000264115	OTTHUMG00000170535	uc059rdu.1		NR_037466									MI0016408																			HGNC:38920
HGNC:38969	MIR3180-5	microRNA 3180-5	non-coding RNA	"RNA, micro"	Approved	16p13.3	16p13.3	hsa-mir-3180-5						2010/9/15			2016/11/16	100500916	ENSG00000264397		uc021tar.1		NR_037467									MI0016409																			HGNC:38969
HGNC:38378	MIR3181	microRNA 3181	non-coding RNA	"RNA, micro"	Approved	16q12.1	16q12.1	hsa-mir-3181						2010/4/30			2016/11/16	100422972	ENSG00000264947		uc059uby.1		NR_130462									MI0014223																			HGNC:38378
HGNC:38317	MIR3182	microRNA 3182	non-coding RNA	"RNA, micro"	Approved	16q23.3	16q23.3	hsa-mir-3182						2010/4/30			2016/11/16	100422853	ENSG00000263785		uc021tlx.1		NR_036147									MI0014224																			HGNC:38317
HGNC:38237	MIR3183	microRNA 3183	non-coding RNA	"RNA, micro"	Approved	17p13.3	17p13.3	hsa-mir-3183						2010/4/30			2016/11/16	100422835	ENSG00000264429		uc021tnb.1		NR_036148									MI0014225																			HGNC:38237
HGNC:38182	MIR3184	microRNA 3184	non-coding RNA	"RNA, micro"	Approved	17q11.2	17q11.2	hsa-mir-3184						2010/4/30			2016/11/16	100423003	ENSG00000284399	OTTHUMG00000179921	uc021tub.2		NR_036149									MI0014226																			HGNC:38182
HGNC:38391	MIR3185	microRNA 3185	non-coding RNA	"RNA, micro"	Approved	17q21.32	17q21.32	hsa-mir-3185						2010/4/30			2016/11/16	100422978	ENSG00000263602		uc021tzl.1		NR_036150									MI0014227																			HGNC:38391
HGNC:38311	MIR3186	microRNA 3186	non-coding RNA	"RNA, micro"	Approved	17q25.3	17q25.3	hsa-mir-3186						2010/4/30			2016/11/16	100422944	ENSG00000266189		uc021ufa.1		NR_036152									MI0014229																			HGNC:38311
HGNC:38319	MIR3187	microRNA 3187	non-coding RNA	"RNA, micro"	Approved	19p13.3	19p13.3	hsa-mir-3187						2010/4/30			2016/11/16	100422854	ENSG00000263414		uc021uma.1		NR_036154									MI0014231																			HGNC:38319
HGNC:38226	MIR3188	microRNA 3188	non-coding RNA	"RNA, micro"	Approved	19p13.11	19p13.11	hsa-mir-3188						2010/4/30			2016/11/16	100422833	ENSG00000267959		uc021uqm.1		NR_036155									MI0014232																			HGNC:38226
HGNC:38307	MIR3189	microRNA 3189	non-coding RNA	"RNA, micro"	Approved	19p13.11	19p13.11	hsa-mir-3189						2010/4/30			2016/11/16	100422943	ENSG00000264175		uc021uqo.1		NR_036156									MI0014233																			HGNC:38307
HGNC:38190	MIR3190	microRNA 3190	non-coding RNA	"RNA, micro"	Approved	19q13.32	19q13.32	hsa-mir-3190						2010/4/30			2016/11/16	100422899	ENSG00000265134		uc021uwk.1		NR_036158									MI0014235																			HGNC:38190
HGNC:38222	MIR3191	microRNA 3191	non-coding RNA	"RNA, micro"	Approved	19q13.32	19q13.32	hsa-mir-3191						2010/4/30			2016/11/16	100422832	ENSG00000284411				NR_036159									MI0014236																			HGNC:38222
HGNC:38202	MIR3192	microRNA 3192	non-coding RNA	"RNA, micro"	Approved	20p11.23	20p11.23	hsa-mir-3192						2010/4/30			2016/11/16	100422875	ENSG00000265137				NR_036160									MI0014237																			HGNC:38202
HGNC:38204	MIR3193	microRNA 3193	non-coding RNA	"RNA, micro"	Approved	20q11.21	20q11.21	hsa-mir-3193						2010/4/30			2016/11/16	100422904	ENSG00000264395		uc021wbt.1		NR_036161									MI0014238																			HGNC:38204
HGNC:38346	MIR3194	microRNA 3194	non-coding RNA	"RNA, micro"	Approved	20q13.2	20q13.2	hsa-mir-3194						2010/4/30			2016/11/16	100422889	ENSG00000266761		uc021weu.1		NR_036162									MI0014239																			HGNC:38346
HGNC:38250	MIR3195	microRNA 3195	non-coding RNA	"RNA, micro"	Approved	20q13.33	20q13.33	hsa-mir-3195						2010/4/30			2016/11/16	100422838	ENSG00000265306		uc061ygh.1		NR_130463									MI0014240																			HGNC:38250
HGNC:38198	MIR3196	microRNA 3196	non-coding RNA	"RNA, micro"	Approved	20q13.33	20q13.33	hsa-mir-3196						2010/4/30			2016/11/16	100423014	ENSG00000266463		uc021wga.1		NR_036163									MI0014241																			HGNC:38198
HGNC:38366	MIR3197	microRNA 3197	non-coding RNA	"RNA, micro"	Approved	21q22.2	21q22.2	hsa-mir-3197						2010/4/30			2016/11/16	100423023	ENSG00000263681		uc021wjm.1		NR_036167									MI0014245																			HGNC:38366
HGNC:38236	MIR3198-1	microRNA 3198-1	non-coding RNA	"RNA, micro"	Approved	22q11.21	22q11.21	hsa-mir-3198-1		MIR3198	microRNA 3198			2010/4/30	2011/5/6	2011/5/6	2016/11/16	100423025	ENSG00000264757		uc021wkq.1		NR_036168									MI0014246																			HGNC:38236
HGNC:41766	MIR3198-2	microRNA 3198-2	non-coding RNA	"RNA, micro"	Approved	12q13.13	12q13.13	hsa-mir-3198-2						2011/5/2			2016/11/16	100616400	ENSG00000283803		uc021qyo.1		NR_039851									MI0017335																			HGNC:41766
HGNC:38294	MIR3199-1	microRNA 3199-1	non-coding RNA	"RNA, micro"	Approved	22q12.1	22q12.1	hsa-mir-3199-1						2010/4/30			2016/11/16	100423034	ENSG00000264073		uc021wnm.1		NR_036169									MI0014247																			HGNC:38294
HGNC:38205	MIR3199-2	microRNA 3199-2	non-coding RNA	"RNA, micro"	Approved	22q12.1	22q12.1	hsa-mir-3199-2						2010/4/30			2016/11/16	100422998	ENSG00000283225				NR_036170									MI0014248																			HGNC:38205
HGNC:38227	MIR3200	microRNA 3200	non-coding RNA	"RNA, micro"	Approved	22q12.2	22q12.2	hsa-mir-3200						2010/4/30			2019/2/21	100422912	ENSG00000264661				NR_036171									MI0014249																			HGNC:38227
HGNC:38235	MIR3201	microRNA 3201	non-coding RNA	"RNA, micro"	Approved	22q13.32	22q13.32	hsa-mir-3201						2010/4/30			2016/11/16	100422916	ENSG00000266508		uc021wrs.1		NR_036172									MI0014250																			HGNC:38235
HGNC:38224	MIR3202-1	microRNA 3202-1	non-coding RNA	"RNA, micro"	Approved	Xq28	Xq28	hsa-mir-3202-1						2010/4/30			2016/11/16	100422987	ENSG00000265176				NR_036174									MI0014252																			HGNC:38224
HGNC:38228	MIR3202-2	microRNA 3202-2	non-coding RNA	"RNA, micro"	Approved	Xq28	Xq28	hsa-mir-3202-2						2010/4/30			2016/11/16	100422877	ENSG00000283694		uc022cia.1		NR_036175									MI0014253																			HGNC:38228
HGNC:41564	MIR3529	microRNA 3529	non-coding RNA	"RNA, micro"	Approved	15q26.1	15q26.1	hsa-mir-3529						2011/5/2			2016/11/16	100616238	ENSG00000283484				NR_039867									MI0017351																			HGNC:41564
HGNC:41875	MIR3591	microRNA 3591	non-coding RNA	"RNA, micro"	Approved	18q21.31	18q21.31	hsa-mir-3591						2011/5/2			2019/1/31	100616357	ENSG00000207778				NR_039899									MI0017383																			HGNC:41875
HGNC:38922	MIR3605	microRNA 3605	non-coding RNA	"RNA, micro"	Approved	1p35.1	01p35.1	hsa-mir-3605						2010/9/15			2016/11/16	100500853	ENSG00000284154				NR_037400									MI0015995																			HGNC:38922
HGNC:38881	MIR3606	microRNA 3606	non-coding RNA	"RNA, micro"	Approved	2q32.2	02q32.2	hsa-mir-3606						2010/9/15			2016/11/16	100500837	ENSG00000284180				NR_037401									MI0015996																			HGNC:38881
HGNC:38956	MIR3609	microRNA 3609	non-coding RNA	"RNA, micro"	Approved	7q22.1	07q22.1	hsa-mir-3609						2010/9/15			2016/11/16	100500819	ENSG00000266019		uc022ahx.1		NR_037403									MI0015999																			HGNC:38956
HGNC:38942	MIR3610	microRNA 3610	non-coding RNA	"RNA, micro"	Approved	8q24.11	08q24.11	hsa-mir-3610						2010/9/15			2016/11/16	100500914	ENSG00000283956		uc022azz.1		NR_037404									MI0016000																			HGNC:38942
HGNC:38914	MIR3611	microRNA 3611	non-coding RNA	"RNA, micro"	Approved	10p11.21	10p11.21	hsa-mir-3611						2010/9/15			2016/11/16	100500890	ENSG00000266228		uc031wcn.1		NR_037405									MI0016001																			HGNC:38914
HGNC:38951	MIR3612	microRNA 3612	non-coding RNA	"RNA, micro"	Approved	12q24.32	12q24.32	hsa-mir-3612						2010/9/15			2016/11/16	100500817	ENSG00000265635		uc021rgo.1		NR_037406									MI0016002																			HGNC:38951
HGNC:38964	MIR3613	microRNA 3613	non-coding RNA	"RNA, micro"	Approved	13q14.2	13q14.2	hsa-mir-3613						2010/9/15			2019/2/13	100500908	ENSG00000264864		uc021rjp.1		NR_037407			27682205						MI0016003																			HGNC:38964
HGNC:38995	MIR3614	microRNA 3614	non-coding RNA	"RNA, micro"	Approved	17q22	17q22	hsa-mir-3614						2010/9/15			2016/11/16	100500827	ENSG00000284542		uc021uaj.1		NR_037408									MI0016004																			HGNC:38995
HGNC:38905	MIR3615	microRNA 3615	non-coding RNA	"RNA, micro"	Approved	17q25.1	17q25.1	hsa-mir-3615						2010/9/15			2016/11/16	100500847	ENSG00000284186		uc021ucr.1		NR_037409									MI0016005																			HGNC:38905
HGNC:38943	MIR3616	microRNA 3616	non-coding RNA	"RNA, micro"	Approved	20q13.12	20q13.12	hsa-mir-3616						2010/9/15			2016/11/16	100500814	ENSG00000264901		uc021weq.1		NR_037410									MI0016006																			HGNC:38943
HGNC:38977	MIR3617	microRNA 3617	non-coding RNA	"RNA, micro"	Approved	20q13.12	20q13.12	hsa-mir-3617						2010/9/15			2016/11/16	100500897	ENSG00000266071		uc032plc.1		NR_037411									MI0016007																			HGNC:38977
HGNC:38937	MIR3618	microRNA 3618	non-coding RNA	"RNA, micro"	Approved	22q11.21	22q11.21	hsa-mir-3618						2010/9/15			2019/2/21	100500860	ENSG00000284140		uc021wlo.1		NR_037412				MGI:5454349					MI0016008																			HGNC:38937
HGNC:38998	MIR3619	microRNA 3619	non-coding RNA	"RNA, micro"	Approved	22q13.31	22q13.31	hsa-mir-3619						2010/9/15			2016/11/16	100500828	ENSG00000266533		uc021wrm.1		NR_037413									MI0016009																			HGNC:38998
HGNC:38917	MIR3620	microRNA 3620	non-coding RNA	"RNA, micro"	Approved	1q42.13	01q42.13	hsa-mir-3620						2010/9/15			2019/2/21	100500810	ENSG00000284163		uc021pkd.1		NR_037415									MI0016011																			HGNC:38917
HGNC:38930	MIR3621	microRNA 3621	non-coding RNA	"RNA, micro"	Approved	9q34.3	09q34.3	hsa-mir-3621						2010/9/15			2016/11/16	100500811	ENSG00000263697		uc022bqc.1		NR_037416									MI0016012																			HGNC:38930
HGNC:38934	MIR3622A	microRNA 3622a	non-coding RNA	"RNA, micro"	Approved	8p21.1	08p21.1	hsa-mir-3622a						2010/9/15			2016/11/16	100500858	ENSG00000284351				NR_037417									MI0016013																			HGNC:38934
HGNC:38961	MIR3622B	microRNA 3622b	non-coding RNA	"RNA, micro"	Approved	8p21.1	08p21.1	hsa-mir-3622b						2010/9/15			2016/11/16	100500871	ENSG00000265075		uc022atf.1		NR_037418									MI0016014																			HGNC:38961
HGNC:38935	MIR3646	microRNA 3646	non-coding RNA	"RNA, micro"	Approved	20q13.12	20q13.12	hsa-mir-3646						2010/9/15			2016/11/16	100500813	ENSG00000266151		uc021wed.1		NR_037419									MI0016046																			HGNC:38935
HGNC:38941	MIR3648-1	microRNA 3648-1	non-coding RNA	"RNA, micro"	Approved	21p11.2	21p11.2	hsa-mir-3648		MIR3648	microRNA 3648			2010/9/15	2014/6/26	2014/6/26	2016/11/16	100500862	ENSG00000275708				NR_037421									MI0016048																			HGNC:38941
HGNC:50843	MIR3648-2	microRNA 3648-2	non-coding RNA	"RNA, micro"	Approved	21p11.2	21p11.2							2014/6/26			2016/11/16	103504731	ENSG00000264462				NR_128711									MI0031512																			HGNC:50843
HGNC:38948	MIR3649	microRNA 3649	non-coding RNA	"RNA, micro"	Approved	12p13.33	12p13.33	hsa-mir-3649						2010/9/15			2016/11/16	100500816	ENSG00000266043		uc021qsw.1		NR_037422									MI0016049																			HGNC:38948
HGNC:38981	MIR3650	microRNA 3650	non-coding RNA	"RNA, micro"	Approved	5p13.1	05p13.1	hsa-mir-3650						2010/9/15			2016/11/16	100500824	ENSG00000265304		uc021xxp.1		NR_037423									MI0016050																			HGNC:38981
HGNC:38897	MIR3651	microRNA 3651	non-coding RNA	"RNA, micro"	Approved	9q22.31	09q22.31	hsa-mir-3651						2010/9/15			2016/11/16	100500918	ENSG00000281156		uc010mqv.4		NR_037424									MI0016051																			HGNC:38897
HGNC:38894	MIR3652	microRNA 3652	non-coding RNA	"RNA, micro"	Approved	12q23.3	12q23.3	hsa-mir-3652						2010/9/15			2016/11/16	100500842	ENSG00000284503		uc021rcv.1		NR_037425									MI0016052																			HGNC:38894
HGNC:38896	MIR3654	microRNA 3654	non-coding RNA	"RNA, micro"	Approved	7q33	07q33	hsa-mir-3654						2010/9/15			2016/11/16	100500804	ENSG00000284135				NR_037427							MIR3654		MI0016054																			HGNC:38896
HGNC:38960	MIR3655	microRNA 3655	non-coding RNA	"RNA, micro"	Approved	5q31.3	05q31.3	hsa-mir-3655						2010/9/15			2016/11/16	100500820	ENSG00000284325		uc063hxg.1		NR_037428									MI0016055																			HGNC:38960
HGNC:38906	MIR3657	microRNA 3657	non-coding RNA	"RNA, micro"	Approved	12q24.13	12q24.13	hsa-mir-3657						2010/9/15			2016/11/16	100500889	ENSG00000266370		uc031znp.1		NR_037430									MI0016057																			HGNC:38906
HGNC:38963	MIR3658	microRNA 3658	non-coding RNA	"RNA, micro"	Approved	1q24.1	01q24.1	hsa-mir-3658						2010/9/15			2016/11/16	100500832	ENSG00000283936				NR_037431									MI0016058																			HGNC:38963
HGNC:38882	MIR3659	microRNA 3659	non-coding RNA	"RNA, micro"	Approved	1p34.3	01p34.3	hsa-mir-3659						2010/9/15			2016/11/16	100500801	ENSG00000265596		uc021olo.1		NR_037432									MI0016060																			HGNC:38882
HGNC:38985	MIR3660	microRNA 3660	non-coding RNA	"RNA, micro"	Approved	5q14.3	05q14.3	hsa-mir-3660						2010/9/15			2019/2/21	100500825	ENSG00000264342		uc021ybi.2		NR_037433									MI0016061																			HGNC:38985
HGNC:38892	MIR3661	microRNA 3661	non-coding RNA	"RNA, micro"	Approved	5q31.1	05q31.1	hsa-mir-3661						2010/9/15			2016/11/16	100500905	ENSG00000266751		uc021ydo.1		NR_037434									MI0016062																			HGNC:38892
HGNC:38983	MIR3662	microRNA 3662	non-coding RNA	"RNA, micro"	Approved	6q23.3	06q23.3	hsa-mir-3662						2010/9/15			2016/11/16	100500880	ENSG00000283409				NR_037435									MI0016063																			HGNC:38983
HGNC:38958	MIR3663	microRNA 3663	non-coding RNA	"RNA, micro"	Approved	10q25.3	10q25.3	hsa-mir-3663						2010/9/15			2014/11/19	100500893	ENSG00000266782		uc021pzl.1		NR_037436									MI0016064																			HGNC:38958
HGNC:38899	MIR3664	microRNA 3664	non-coding RNA	"RNA, micro"	Approved	11q13.4	11q13.4	hsa-mir-3664						2010/9/15			2016/11/16	100500844	ENSG00000263744		uc021qms.1		NR_037437									MI0016065																			HGNC:38899
HGNC:38939	MIR3665	microRNA 3665	non-coding RNA	"RNA, micro"	Approved	13q22.3	13q22.3	hsa-mir-3665						2010/9/15			2016/11/16	100500861	ENSG00000266325		uc021rkv.1		NR_037438									MI0016066																			HGNC:38939
HGNC:38940	MIR3666	microRNA 3666	non-coding RNA	"RNA, micro"	Approved	7q31.1	07q31.1	hsa-mir-3666						2010/9/15			2016/11/16	100500896	ENSG00000272230		uc022ake.1		NR_037439									MI0016067																			HGNC:38940
HGNC:38990	MIR3667	microRNA 3667	non-coding RNA	"RNA, micro"	Approved	22q13.33	22q13.33	hsa-mir-3667						2010/9/15			2016/11/16	100500882	ENSG00000264139		uc032qro.1		NR_037440									MI0016068																			HGNC:38990
HGNC:38982	MIR3668	microRNA 3668	non-coding RNA	"RNA, micro"	Approved	6q24.1	06q24.1	hsa-mir-3668						2010/9/15			2016/11/16	100500879	ENSG00000263514		uc021zgd.1		NR_037441									MI0016069																			HGNC:38982
HGNC:38997	MIR3670-1	microRNA 3670-1	non-coding RNA	"RNA, micro"	Approved	16p13.11	16p13.11	hsa-mir-3670		MIR3670	microRNA 3670			2010/9/15	2011/11/14	2011/11/14	2014/11/18	100500910	ENSG00000263918		uc032dry.1		NR_037442									MI0016071																			HGNC:38997
HGNC:43460	MIR3670-2	microRNA 3670-2	non-coding RNA	"RNA, micro"	Approved	16p13.11	16p13.11	hsa-mir-3670-2						2011/11/14			2013/5/13	100846994	ENSG00000264722		uc032dsm.1		NR_049832									MI0019112																			HGNC:43460
HGNC:50829	MIR3670-3	microRNA 3670-3	non-coding RNA	"RNA, micro"	Approved	16p12.3	16p12.3							2014/6/26			2016/11/16	103504726	ENSG00000265776				NR_128712									MI0031513																			HGNC:50829
HGNC:50828	MIR3670-4	microRNA 3670-4	non-coding RNA	"RNA, micro"	Approved	16p12.3	16p12.3							2014/6/26			2016/11/16	103504740	ENSG00000274025				NR_128713									MI0031514																			HGNC:50828
HGNC:38925	MIR3671	microRNA 3671	non-coding RNA	"RNA, micro"	Approved	1p31.3	01p31.3	hsa-mir-3671						2010/9/15			2016/11/16	100500854	ENSG00000265996		uc021ook.1		NR_037443									MI0016072																			HGNC:38925
HGNC:38957	MIR3672	microRNA 3672	non-coding RNA	"RNA, micro"	Approved	Xq24	Xq24	hsa-mir-3672						2010/9/15			2016/11/16	100500869	ENSG00000265456		uc033ete.1		NR_037444									MI0016073																			HGNC:38957
HGNC:38915	MIR3674	microRNA 3674	non-coding RNA	"RNA, micro"	Approved	8p23.3	08p23.3	hsa-mir-3674						2010/9/15			2016/11/16	100500912	ENSG00000283858				NR_037445									MI0016075																			HGNC:38915
HGNC:38973	MIR3675	microRNA 3675	non-coding RNA	"RNA, micro"	Approved	1p36.13	01p36.13	hsa-mir-3675						2010/9/15			2016/11/16	100500876	ENSG00000263811		uc021ohc.1		NR_037446									MI0016076																			HGNC:38973
HGNC:38932	MIR3677	microRNA 3677	non-coding RNA	"RNA, micro"	Approved	16p13.3	16p13.3	hsa-mir-3677						2010/9/15			2016/11/16	100500812	ENSG00000266643		uc021tas.1		NR_037448									MI0016078																			HGNC:38932
HGNC:38891	MIR3678	microRNA 3678	non-coding RNA	"RNA, micro"	Approved	17q25.1	17q25.1	hsa-mir-3678						2010/9/15			2016/11/16	100500841	ENSG00000264511		uc021ucz.1		NR_037449									MI0016079																			HGNC:38891
HGNC:38979	MIR3679	microRNA 3679	non-coding RNA	"RNA, micro"	Approved	2q21.2	02q21.2	hsa-mir-3679						2010/9/15			2016/11/16	100500878	ENSG00000263813		uc021vpy.1		NR_037450									MI0016080																			HGNC:38979
HGNC:38989	MIR3680-1	microRNA 3680-1	non-coding RNA	"RNA, micro"	Approved	16p12.2	16p12.2	hsa-mir-3680		MIR3680	microRNA 3680			2010/9/15	2011/11/14	2011/11/14	2016/11/16	100500917	ENSG00000265462		uc032duc.1		NR_037451									MI0016081																			HGNC:38989
HGNC:43472	MIR3680-2	microRNA 3680-2	non-coding RNA	"RNA, micro"	Approved	16p11.2	16p11.2	hsa-mir-3680-2						2011/11/14			2016/11/16	100847041	ENSG00000266758		uc032dwx.1		NR_049833									MI0019113																			HGNC:43472
HGNC:38994	MIR3681	microRNA 3681	non-coding RNA	"RNA, micro"	Approved	2p24.3	02p24.3	hsa-mir-3681						2010/9/15			2016/11/16	100500884	ENSG00000264089		uc032nev.1		NR_037452									MI0016082																			HGNC:38994
HGNC:38916	MIR3682	microRNA 3682	non-coding RNA	"RNA, micro"	Approved	2p16.2	02p16.2	hsa-mir-3682						2010/9/15			2016/11/16	100500850	ENSG00000265452		uc021vhm.1		NR_037453									MI0016083																			HGNC:38916
HGNC:38999	MIR3683	microRNA 3683	non-coding RNA	"RNA, micro"	Approved	7p22.1	07p22.1	hsa-mir-3683						2010/9/15			2016/11/16	100500886	ENSG00000266287		uc032zdj.1		NR_037454									MI0016084																			HGNC:38999
HGNC:38950	MIR3684	microRNA 3684	non-coding RNA	"RNA, micro"	Approved	4q23	04q23	hsa-mir-3684						2010/9/15			2016/11/16	100500867	ENSG00000265213		uc021xqh.1		NR_037455									MI0016085																			HGNC:38950
HGNC:38886	MIR3685	microRNA 3685	non-coding RNA	"RNA, micro"	Approved	12q22	12q22	hsa-mir-3685						2010/9/15			2016/11/16	100500802	ENSG00000265917		uc001teb.3		NR_037456									MI0016086																			HGNC:38886
HGNC:38887	MIR3686	microRNA 3686	non-coding RNA	"RNA, micro"	Approved	8q24.21	08q24.21	hsa-mir-3686						2010/9/15			2016/11/16	100500839	ENSG00000263763		uc033bzi.1		NR_037457									MI0016087																			HGNC:38887
HGNC:38986	MIR3688-1	microRNA 3688-1	non-coding RNA	"RNA, micro"	Approved	4q32.1	04q32.1	hsa-mir-3688-1		MIR3688	microRNA 3688			2010/9/15	2011/5/6	2011/5/6	2016/10/25	100500881	ENSG00000264105				NR_037459									MI0016089																			HGNC:38986
HGNC:41735	MIR3688-2	microRNA 3688-2	non-coding RNA	"RNA, micro"	Approved	4q32.1	04q32.1	hsa-mir-3688-2						2011/5/2			2016/10/25	100616303	ENSG00000283379		uc021xtt.1		NR_039963									MI0017447																			HGNC:41735
HGNC:38904	MIR3689A	microRNA 3689a	non-coding RNA	"RNA, micro"	Approved	9q34.3	09q34.3	hsa-mir-3689a						2010/9/15			2016/11/16	100500846	ENSG00000265872		uc064wxq.1		NR_037460									MI0016090																			HGNC:38904
HGNC:38924	MIR3689B	microRNA 3689b	non-coding RNA	"RNA, micro"	Approved	9q34.3	09q34.3	hsa-mir-3689b						2010/9/15			2016/11/16	100500906	ENSG00000264163		uc022bpe.1		NR_037469									MI0016411																			HGNC:38924
HGNC:41816	MIR3689C	microRNA 3689c	non-coding RNA	"RNA, micro"	Approved	9q34.3	09q34.3	hsa-mir-3689c						2011/5/2			2016/11/16	100616333	ENSG00000264744		uc022bpc.1		NR_039691									MI0016832																			HGNC:41816
HGNC:41621	MIR3689D1	microRNA 3689d-1	non-coding RNA	"RNA, micro"	Approved	9q34.3	09q34.3	hsa-mir-3689d-1						2011/5/2			2016/11/16	100616131	ENSG00000265848		uc022bpd.1		NR_039693									MI0016834																			HGNC:41621
HGNC:41846	MIR3689D2	microRNA 3689d-2	non-coding RNA	"RNA, micro"	Approved	9q34.3	09q34.3	hsa-mir-3689d-2						2011/5/2			2016/11/16	100616344	ENSG00000264136		uc022bpf.1		NR_039694									MI0016835																			HGNC:41846
HGNC:41887	MIR3689E	microRNA 3689e	non-coding RNA	"RNA, micro"	Approved	9q34.3	09q34.3	hsa-mir-3689e						2011/5/2			2016/11/16	100616460	ENSG00000266827		uc022bpg.1		NR_039695									MI0016836																			HGNC:41887
HGNC:41702	MIR3689F	microRNA 3689f	non-coding RNA	"RNA, micro"	Approved	9q34.3	09q34.3	hsa-mir-3689f						2011/5/2			2016/11/16	100616212	ENSG00000266514		uc022bph.1		NR_039696									MI0016837																			HGNC:41702
HGNC:38967	MIR3690	microRNA 3690	non-coding RNA	"RNA, micro"	Approved	Xp22.32 and Yp11.3	Xp22.32 and Yp11.3	hsa-mir-3690		MIR3690-2|MIR3690-1	microRNA 3690-2|microRNA 3690-1			2010/9/15	2014/4/28	2014/4/28	2015/2/27	100500894	ENSG00000265658		uc022cis.1		NR_037461									MI0016091																			HGNC:38967
HGNC:38909	MIR3691	microRNA 3691	non-coding RNA	"RNA, micro"	Approved	6p25.1	06p25.1	hsa-mir-3691						2010/9/15			2016/11/16	100500900	ENSG00000265083		uc021ykv.1		NR_037462									MI0016092																			HGNC:38909
HGNC:38885	MIR3692	microRNA 3692	non-coding RNA	"RNA, micro"	Approved	6q25.3	06q25.3	hsa-mir-3692						2010/9/15			2016/11/16	100500899	ENSG00000266617		uc021zhk.1		NR_037463									MI0016093																			HGNC:38885
HGNC:38926	MIR3713	microRNA 3713	non-coding RNA	"RNA, micro"	Approved	15q24.3	15q24.3	hsa-mir-3713						2010/9/15			2016/11/16	100500855	ENSG00000266449		uc032ckl.1		NR_037464									MI0016134																			HGNC:38926
HGNC:38928	MIR3714	microRNA 3714	non-coding RNA	"RNA, micro"	Approved	3p24.3	03p24.3	hsa-mir-3714						2010/9/15			2016/11/16	100500913	ENSG00000283885		uc021wts.1		NR_037465									MI0016135																			HGNC:38928
HGNC:38988	MIR3907	microRNA 3907	non-coding RNA	"RNA, micro"	Approved	7q36.1	07q36.1	hsa-mir-3907						2010/9/15			2016/11/16	100500835	ENSG00000265810		uc022aqe.1		NR_037468									MI0016410																			HGNC:38988
HGNC:38991	MIR3908	microRNA 3908	non-coding RNA	"RNA, micro"	Approved	12q24.31	12q24.31	hsa-mir-3908						2010/9/15			2016/11/16	100500909	ENSG00000266655		uc021rfx.1		NR_037470									MI0016412																			HGNC:38991
HGNC:38987	MIR3909	microRNA 3909	non-coding RNA	"RNA, micro"	Approved	22q12.3	22q12.3	hsa-mir-3909						2010/9/15			2016/11/16	100500826	ENSG00000266320		uc021woj.1		NR_037471									MI0016413																			HGNC:38987
HGNC:38966	MIR3910-1	microRNA 3910-1	non-coding RNA	"RNA, micro"	Approved	9q22.31	09q22.31	hsa-mir-3910-1						2010/9/15			2016/11/16	100500821	ENSG00000266855		uc022bju.1		NR_037472									MI0016414																			HGNC:38966
HGNC:38952	MIR3910-2	microRNA 3910-2	non-coding RNA	"RNA, micro"	Approved	9q22.31	09q22.31	hsa-mir-3910-2						2010/9/15			2016/11/16	100500902	ENSG00000283351				NR_037489									MI0016431																			HGNC:38952
HGNC:38962	MIR3911	microRNA 3911	non-coding RNA	"RNA, micro"	Approved	9q34.11	09q34.11	hsa-mir-3911						2010/9/15			2016/11/16	100500872	ENSG00000283874		uc022bnp.1		NR_037473									MI0016415																			HGNC:38962
HGNC:38923	MIR3912	microRNA 3912	non-coding RNA	"RNA, micro"	Approved	5q35.1	05q35.1	hsa-mir-3912						2010/9/15			2016/11/16	100500831	ENSG00000264249		uc021yhq.1		NR_037474									MI0016416																			HGNC:38923
